number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,repeated,P-C,P-not-C,average price ,special requests,date of reservation,booking_status--converted,total_nights,total_guests,type of meal_Meal Plan 2,type of meal_Meal Plan 3,type of meal_Not Selected,room type_Room_Type 2,room type_Room_Type 3,room type_Room_Type 4,room type_Room_Type 5,room type_Room_Type 6,room type_Room_Type 7,market segment type_Complementary,market segment type_Corporate,market segment type_Offline,market segment type_Online
1,0,2,0,0,6,0,0,0,99,2,5/8/2018,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,11,0,0,0,160,0,5/24/2018,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,112,0,0,0,76.97,0,4/18/2018,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,1,0,124,0,0,0,163.8,2.5,9/4/2018,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,1,42,0,0,0,115.8,1,3/24/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,9,0,0,0,87,1,2/14/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,79,0,0,0,60,0,12/11/2017,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,0,1,0,0,0,103.18,1,10/9/2018,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,4,0,144,0,0,0,80.75,0,6/29/2018,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,54,0,0,0,88.4,1,11/17/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,116,0,0,0,105.3,0,5/5/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,4,0,40,0,0,0,145.35,1,3/23/2018,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,4,0,0,0,95,0,10/25/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,276,0,0,0,61,0,5/13/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,70,0,0,0,126.9,0,6/9/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,221,0,0,0,73,0,8/12/2018,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,5,0,0,0,58,0,12/14/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,1,0,4,0,0,0,110,0,9/11/2018,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,2,1,111,0,0,0,155.7,2,8/11/2018,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,1,0,18,0,0,0,88.8,0,5/9/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,31,0,0,0,126.9,0,3/23/2018,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,255,0,0,0,84.43,1,10/12/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,34,0,0,0,56.16,0,12/17/2018,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,89,0,0,0,76.5,0,3/30/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,0,2,0,7,0,0,0,180.375,2,5/25/2018,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,29,0,0,0,66,0,2/23/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,3,6,0,111,0,0,0,72.25,0,7/18/2018,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,111,0,0,0,105.3,1,7/14/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,20,0,0,0,85,0,9/11/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,289.5,0,0,0,78,0,9/21/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,189,0,0,0,96.3,2.5,10/28/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,213,0,0,0,130,0,6/7/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,13,0,0,0,129,2,8/23/2018,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,40,0,0,0,70,0,10/5/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,46,0,0,0,107.1,0,4/3/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,117,0,0,0,94.5,0,8/1/2017,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,80,0,0,0,121.55,2.5,4/25/2018,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,0,1,0,5,0,0,0,143.5,1,4/2/2018,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,83,0,0,0,105.3,1,7/23/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,1,37,0,0,0,153,2.5,10/27/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,5,0,157,0,0,0,78.45,1,7/27/2018,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,111,0,0,0,120,0,10/10/2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,2,4,0,289.5,0,0,0,65.29,0,10/24/2017,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,0,0,5,1,1,0,100,0,9/20/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,0,0,141,0,0,0,111.15,1,6/5/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,289.5,0,0,0,115,1,9/13/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,211,0,0,0,77.03,0,8/23/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,1,1,0,58,0,0,0,180.375,2,6/27/2018,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,2,0,2,0,0,0,81.75,1,5/15/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,10,0,0,0,85,0,8/31/2017,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,3,0,6,0,0,0,161,0,3/27/2018,1,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,2,0,34,0,0,0,139.5,1,10/2/2018,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,86,0,0,0,65,1,5/20/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,11,0,0,0,68.53,1,4/5/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,115,0,0,0,136.1,1,6/6/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,289.5,0,0,0,89,0,11/3/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,165,0,0,0,94.5,0,7/17/2018,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,5,0,0,0,96,1,12/15/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,31,1,0,1,65,0,12/17/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,0,2,0,0,0,0,0,157,1,6/9/2018,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,192,0,0,0,95,0,6/24/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,247,0,0,0,90,0,6/6/2018,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,57,0,0,0,141.84,2,9/7/2018,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,1,0,17,0,0,0,69.49,1,9/5/2017,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,228,0,0,0,102.85,1,10/5/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,133,0,0,0,84.33,1,3/11/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0,0,0,20.975,1,3/10/2018,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0
3,0,1,1,0,95,0,0,0,126,1,11/26/2018,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,108,0,0,0,97,1,12/24/2018,1,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,2,1,2,0,29,0,0,0,180.375,1,12/4/2017,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,2,0,64,0,0,0,158.4,1,9/16/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,35,0,0,0,98.1,0,5/22/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,36,0,0,0,81.9,2,3/10/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,4,0,0,0,97.41,0,8/2/2018,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,213,0,0,0,130,0,6/7/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,93,0,0,0,115,0,10/15/2018,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,14,0,0,0,137.16,1,11/7/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,139,0,0,0,85.5,0,7/2/2018,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,7,0,0,0,119,1,4/15/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,145,0,0,0,65,0,1/3/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,5,0,1,0,0,0,148.04,0,5/24/2018,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,57,0,0,0,85,0,8/5/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,23,0,0,0,88,2,11/17/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,68,0,0,0,73.9,0,3/3/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,100,0,0,0,108,0,10/16/2017,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,289.5,0,0,0,115,0,7/21/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,1,0,0,0,100.47,0,12/7/2018,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,116.45,0,6/28/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,167,0,0,0,105.3,2,8/5/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,4,0,73,0,0,0,135,1,10/12/2018,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,73,0,0,0,59.5,0,3/20/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,2,0,0,0,79,1,2/13/2018,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,18,0,0,0,111,0,6/14/2018,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,165,0,0,0,72.25,2,7/31/2018,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,43,0,0,0,126.9,0,4/30/2018,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,5,0,75,0,0,0,67.83,0,10/20/2017,0,6,2,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,43,0,0,0,85.5,0,10/19/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,33,0,0,0,57.92,1,9/26/2017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,141,0,0,0,132,0,6/3/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,245,0,0,0,75,0,6/17/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,17,0,0,0,144,0,2/12/2018,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,84,0,0,0,105.4,1,4/27/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,132,0,0,0,102.28,0,7/21/2018,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,164,0,0,0,100,0,10/2/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,280,0,0,0,110,0,9/19/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,75,0,0,0,69.53,0,3/14/2018,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,1,0,1,1,1,0,0,0,155,2,5/31/2018,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,3,0,94,0,0,0,123.3,0,7/21/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,1,0,94,0,0,0,111.33,1,10/8/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,188,0,0,0,105.5,1,10/18/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,289.5,0,0,0,90.95,0,10/23/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,74,0,0,0,99.45,1,3/21/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,5,0,14,0,0,0,132,2,9/15/2017,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,250,0,0,0,84.15,2,12/30/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,95,0,0,0,72,0,2/5/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,36,0,0,0,112,0,10/13/2017,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,289.5,0,0,0,80,0,10/13/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,102,0,0,0,101.5,0,10/16/2017,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,93,0,0,0,85.5,1,8/15/2017,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,106,0,0,0,139.95,2,7/11/2018,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,16,0,0,0,154.4,1,9/18/2017,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,11,0,0,0,138.5,1,8/15/2017,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,182,0,0,0,128.7,2,7/28/2018,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,1,0,2,92.5,0,6/8/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,107,0,0,0,174.6,0,6/20/2018,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,39,0,0,0,165.06,1,8/26/2018,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,1,68,0,0,0,135.9,1,5/10/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,4,0,0,0,159,0,9/15/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,1,2,8,20.975,1,12/16/2017,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
2,0,2,4,0,157,0,0,0,107.29,0,7/16/2018,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,2,0,161,0,0,0,130,0,3/25/2018,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,43,0,0,0,68,0,3/25/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,37,0,0,0,96.3,1,10/22/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,2,3,0,108,0,0,0,120,1,3/24/2018,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,39,0,0,0,101.5,0,8/14/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,26,0,0,0,120.12,1,5/18/2018,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,63,0,0,0,105.3,1,4/22/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,59,0,0,0,89.1,1,6/26/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,104,0,0,0,108,1,10/9/2018,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,60,0,0,0,65,1,10/12/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,100,0,0,0,123.3,1,7/22/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,36,0,0,0,85,0,10/25/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,19,1,1,0,90,0,10/6/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,25,0,0,0,109,2,5/22/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,188,0,0,0,130,0,6/15/2018,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,2,5,0,179,0,0,0,121.01,0,9/2/2018,1,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,0,0,289.5,0,0,0,115,1,10/23/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,205,0,0,0,126.9,2,9/5/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,73,0,0,0,82.69,1,4/27/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,11,0,0,0,87,1,11/1/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,36,0,0,0,168.73,0,12/28/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,3,0,36,0,0,0,110,0,9/11/2018,0,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0
2,0,1,2,0,0,0,0,0,66.13,0,9/4/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,76,0,0,0,76.5,2,7/7/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,14,0,0,0,115,0,9/5/2017,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,86,0,0,0,137.7,2,7/14/2018,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,1,2,0,91,0,0,0,140.4,0,5/13/2018,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,41,0,0,0,74.4,0,9/18/2017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,4,0,0,0,91,2,11/17/2017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,2,4,0,60,0,0,0,137.7,1,7/24/2018,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,63,0,0,0,60,0,11/23/2017,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,1,3,0,70,0,0,0,106.25,2.5,4/4/2018,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,3,0,0,0,146.5,2,8/29/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,3,0,0,0,128.8,0,6/11/2018,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,2,0,65,0,0,0,105.3,0,7/24/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,0,0,0,101.5,0,10/16/2017,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,33,0,0,0,71.84,0,1/3/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,289.5,0,0,0,89,0,11/3/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,122,0,0,0,105.83,2,7/9/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,2,0,115,0,0,0,76,1,2/27/2018,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,9,0,0,0,131,1,4/27/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,30,0,0,0,140,0,6/2/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,19,0,0,0,139,2,9/15/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,0,0,0,109,0,10/16/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,85,0,0,0,89.7,2,11/14/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,97,0,0,0,68.65,2,10/19/2017,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,2,0,289.5,0,0,0,115,1,9/13/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,5,1,1,0,100,0,9/20/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,52,0,0,0,120.7,1,12/3/2018,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,78,0,0,0,62.18,2,9/30/2017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,161,0,0,0,80,0,4/22/2018,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,2,0,0,0,75,0,8/28/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,41,0,0,0,86.07,1,1/7/2018,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,48,0,0,0,100.8,2,4/17/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,44,0,0,0,157.5,0,8/31/2018,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,8,0,0,0,176,0,10/7/2018,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,2,0,40,0,0,0,71.1,0,3/11/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,275,0,0,0,90,0,10/5/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,245,0,0,0,75,0,6/17/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,0,5,0,14,0,0,0,180.375,1,9/15/2017,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,2,0,80,0,0,0,88,1,12/2/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,172,0,0,0,88.7,1,5/22/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,40,0,0,0,55,1,12/26/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,107,0,0,0,119.7,1,8/21/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,5,0,46,0,0,0,72,0,11/21/2018,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,12,0,0,0,65,0,10/7/2017,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,16,0,0,0,144.67,2,4/12/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,0,0,289.5,0,0,0,90,1,10/23/2018,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,6,0,0,0,120,2,10/20/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,256,0,0,0,72.25,1,8/26/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,163,0,0,0,80.75,0,5/22/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,4,0,6,0,0,0,180.375,0,5/20/2018,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1,0,2,0,45,0,0,0,134.1,1,6/29/2018,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,4,0,29,0,0,0,73.42,0,2/20/2018,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,113,0,0,0,113.05,2,12/27/2018,1,7,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,151,0,0,0,71,0,1/19/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,8,0,0,0,111.35,1,5/31/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,73,0,0,0,67.83,0,11/24/2017,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,2,2,0,212,0,0,0,96.9,1,8/19/2018,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,58,0,0,0,90.9,1,3/31/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,225,0,0,0,150.11,0,12/29/2018,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,2,0,45,0,0,0,143.28,0,11/7/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,28,0,0,0,97.58,1,9/27/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,1,2,1,131,0,0,0,137.7,2,8/26/2018,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2,1,0,140,0,0,0,131.7,2,7/3/2018,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,5,0,79,0,0,0,56.94,1,3/12/2018,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,0,99,0,0,0,80.75,1,4/27/2018,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,1,161,0,0,0,94,2.5,11/28/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,5,0,0,0,145,1,10/5/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,1,0,0,0,93,2,2/10/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,237,0,0,0,134.73,0,10/13/2018,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
